Name,Unique,Type,Cost,Mission/DilemmaType,Span,Points,Quadrant,Affiliation,Icons,Staff,Keywords,Class,Species,Skills,Integrity/Range,Cunning/Weapons,Strength/Shields,Text
Charles Tucker III Chief Engineer,Y,Personnel,2,,,,,Starfleet,[Cmd][Pa],,,,Human,Archaeology Engineer Programming Transporters,6,6,6,"While this personnel is facing a dilemma and the first mission you completed this game was a space mission, you may stop this personnel to replace all levels of any one skill in that dilemma's requirements with 2 Engineer. You may do this only once each turn."
Trager Patrol Ship,Y,Ship,6,,,,,Cardassian,,[Cmd][Stf][Stf],,Galor Class,,,8,8,8,"When this ship is about to move from an opponent's mission, subtract 2 from the Range required."
Krayton Trade Envoy,Y,Ship,6,,,,,Ferengi,,[Cmd][Cmd][Stf][Stf],,D'Kora Class,,,8,9,7,"Order - If this ship has its Commander aboard it, discard a Rule card from your hand to add the discarded card's cost to the Range of this ship. You may do this only once each turn."
Baxial Salvage Ship,Y,Ship,3,,,,,Non-Aligned,[Voy],[Stf],,Drexia Class,,,5,4,5,"While you do not command a headquarters mission, you may play this ship at {Caretaker's Array} or at the same mission as your {U.S.S. Voyager}. While you have six or more events in your discard pile, this ship is attributes +3."
Armed Search Party,N,Dilemma,4,D,,,,,,,,,,,,,,"Randomly select three personnel. Unless they have Strength>17 or you have a non-Hand Weapon equipment, for each headquarters mission you command, randomly select one of those personnel to be placed in your opponent's brig."
Difficult Rescue,N,Dilemma,3,S,,,,,,,,,,,,,,"Unless you have Shields + remaining Range>the number of personnel attempting this mission, randomly select a personnel to be killed and all your other personnel are stopped."
Psionic Attack,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have Medical and Science or 3 Security, randomly select a personnel to place on the bottom of his or her owner's deck. If that personnel has Anthropology, randomly select an additional personnel and place that personnel on the bottom of his or her owner's deck."
Sabotaged Reactor,N,Dilemma,2,S,,,,,,,,,,,,,,"Unless you have Astrometrics, Engineer, and Navigation or Leadership, Officer, and Cunning>28, all your personnel are stopped and this dilemma is placed on your ship. Damage - This ship is Range -2."
Joint Operation Drills,N,Dilemma,2,S,,,,,,,,,,,,,,"Your opponent names a skill. For each headquarters mission you command, randomly select a person who has that skill to be stopped."
Stand-Off,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have Anthropology, Diplomacy, and Honor or Law, Security, and Strength>28, randomly select a Leadership personnel, place him or her in your opponent's brig, and all your other personnel are stopped."
Symbalene Blood Burn,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have Biology, Exobiology, and Medical or Officer, Security, and Strength>28, randomly select four personnel to be stopped and place this dilemma on your ship at this mission. Damage - At the start of each turn, randomly select a personnel on this ship to be killed."
Temporal Conduit,N,Dilemma,2,D,,,,,,,,,,,,,,"Unless you have 2 Diplomacy and Leadership or Programming, Science, and Transporters, your opponent places this dilemma on one of your completed missions. At the end of each of your turns, your opponent may place a dilemma from beneath one of your other missions beneath this mission."
Under Pressure,N,Dilemma,1,S,,,,,,,Consume: 1.,,,,,,,"Unless you have Astrometrics, Engineer, and Navigation or Biology, Medical, and Science, randomly select a personnel to be killed. You may randomly select two personnel to be stopped to prevent this."
Federation Compression Rifle,N,Equipment,1,,,,,,,,Hand Weapon.,,,,,,,"While in combat, each of your [Voy] personnel present is Strength +1. While facing a dilemma at a [DQ] mission, each [Voy] Security personnel present is Strength +1."
Dark Pursuit,Y,Event,4,,,,,,,,,,,,,,,"To play this event, you must command three [Rom] personnel. Plays in your core. When the player on your right's personnel begin a mission attempt, you may draw one extra dilemma for each Pursuit card you command."
Political Putsch,N,Event,1,,,,,,,,,,,,,,,"To play this event, you must command two Treachery [Baj] personnel. Plays in your core. When you play this event, remove all events in each player's discard pile from the game. When an event is played, prevent that event and remove it from the game unless that event's owner has an event in his or her discard pile."
Rule of Acquisition #16,N,Event,0,,,,,,,,Rule.,,,,,,,"To play this event, you must command three [Fer] personnel. Plays in your core. At the start of each of your turns, you may destroy this event to spend an additional counter this turn for each card on this event. Order - Stop your [Fer] personnel to place a card from hand on this event."
Modified Tricorder,N,Equipment,2,,,,,,,,,,,,,,,"When your personnel present are facing a dilemma at a [DQ] mission, you may discard a card from hand to make each [Voy] Biology and each [Voy] Science personnel present attributes +1 until the end of that dilemma."
Make a Run for It,N,Event,1,,,,,,,,Pursuit.,,,,,,,"Plays in your core. If your opponent moves from a mission where you have a ship that has its Commander aboard, place this event on that ship. When your opponent's personnel attempt this mission, you may draw an extra dilemma and spend one extra on dilemmas."
Starting Over,N,Event,1,,,,,,,,,,,,,,,"Count the number of cards in your hand and discard your hand to draw an equal number of cards. Then, if you command a Borg personnel, draw two additional cards. Destroy this event."
The Spirit of Kahless,N,Event,2,,,,,,,,Assault.,,,,,,,"Plays in your core. Order - Destroy this event to begin combat involving your [Kli] Honor personnel. If you win, the opponent on your left places the top two dilemmas of his or her dilemma pile beneath one of your non-headquarters missions."
And Raise You,N,Interrupt,0,,,,,,,,,,,,,,,"To play this interrupt, you must command three [Voy] personnel. When your personnel begin a mission attempt, make an opponent reveal the top three cards of his or her dilemma pile. Then replace those dilemmas in the same order. You may then make that opponent shuffle his or her dilemma pile."
Fajo's Menagerie,N,Interrupt,0,,,,,,,,,,,,,,,"Order - Download an equipment card, then draw a card for each non-Hand Weapon equipment you command."
Kira Nerys Blockade Commander,Y,Personnel,2,,,,,Bajoran,[Cmd][DS9],,Commander: Kitara.,,Bajoran,Diplomacy Leadership Navigation Officer,6,6,6,"While this personnel is aboard your {Kitara}, that ship is attributes +2."
Zayra Bigoted Witness,Y,Personnel,1,,,,,Bajoran,[Stf],,,,Bajoran,Anthropology Archaeology Physics Transporters Treachery,4,6,6,"While this personnel is present with your non-[Baj] personnel, he cannot use his skills."
Baxter Wandering Security Officer,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Human,Archaeology Geology Security,5,5,6,"When this personnel is placed in his owner's discard pile from play, you may take an event from your discard pile into your hand."
Joe Carey Next In Line,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Human,Engineer Physics Programming Treachery,4,6,5,"While this personnel is attempting a mission, if there are three or less dilemmas beneath that mission, he is attributes +1."
Macet Skeptical Commander,Y,Personnel,3,,,,,Cardassian,[Cmd],,Commander: Trager. Gul.,,Cardassian,Astrometrics Leadership Officer Treachery,4,6,6,"While this personnel is aboard your {Trager} and this personnel is facing a dilemma, you may meet Diplomacy and Honor requirements of that dilemma using Treachery instead."
Umat'Adan Eager Fifth,Y,Personnel,3,,,,,Dominion,[Stf],,Alpha.,,Jem'Hadar,Astrometrics Biology Navigation Science,5,5,8,"While this personnel is facing a dilemma, return your non-Alpha Jem'Hadar present to its owner's hand to make this personnel attributes +2 until the end of that dilemma."
Andreas Colter,N,Personnel,2,,,,,Federation,[Stf][Voy],,,,Human,Officer Programming Security,5,5,6,"While this personnel is facing a dilemma, each of your Security personnel present is Strength +1."
Cavit Apprehensive First Officer,Y,Personnel,2,,,,,Federation,[Cmd][Voy],,,,Human,Astrometrics Leadership Officer Security,5,5,6,"While this personnel is attempting a [DQ] mission, you may make him attributes +3 until the end of the turn. If you do this and fail this mission attempt, kill this personnel. Otherwise he is stopped. You may do this only once each turn."
Kenneth Dalby Insubordinate Crewman,Y,Personnel,3,,,,,Federation,[Stf][Voy],,,,Human,Engineer Leadership Programming Security Treachery,4,5,6,"At the start of each of your turns, you may examine the top card of an opponent's deck. You may choose to place that card on the bottom of its owner's deck."
Kosinski Arrogant Engineer,Y,Personnel,3,,,,,Federation,[Cmd][TNG],,,,Human,Astrometrics Engineer Navigation Physics Programming Science Transporters,5,7,5,"While this personnel is facing a dilemma, he is Cunning -2 and loses Astrometrics and Navigation."
Larson Security Team Member,Y,Personnel,1,,,,,Federation,[Stf][Voy],,,,Human,Archaeology Geology Physics Science Security Transporters,6,5,5,"When your [Voy] personnel present is stopped, stop this personnel."
Lyndsay Ballard Back From the Dead,Y,Personnel,3,,,,,Federation,[Stf][Voy],,,,Kobali,Astrometrics Honor Navigation Physics Programming Science,7,5,5,"While this personnel is facing the last dilemma on your opponent's dilemma stack, you may kill her to make each [Voy] personnel present attributes +1 until the end of this turn."
Marie Kaplan Observant Officer,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Human,Archaeology Medical Science Transporters,6,6,5,"While this personnel is at a [DQ] mission, she gains Biology and Medical."
Marquay,N,Personnel,2,,,,,Federation,[Cmd][Voy],,,,Human,Engineer Exobiology Security Transporters Treachery,5,5,5,"While this personnel is attempting a mission, if there are three or more dilemmas overcome beneath that mission, he gains Security and Treachery."
Rachel Garrett Displaced Captain,Y,Personnel,0,,,,,Federation,[Cmd][E][Pa],,Commander: U.S.S. Enterprise-C.,,Human,Astrometrics Diplomacy Leadership Navigation Officer Transporters,5,5,5,"When this personnel is stopped by a dilemma, randomly return one of your personnel present to his or her owner's hand."
Samantha Wildman First Mother on Voyager,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Human,Biology Exobiology Science,6,5,5,"When you play this personnel, you may return a non-dilemma card on your Decay event to its owner's hand."
Seska Cardassian Agent,Y,Personnel,1,,,,,Federation,[Stf][Voy],,Infiltrator.,,Cardassian,Engineer Intelligence Programming Science 2 Treachery,2,6,5,"When this personnel uses a skill, your [Fed] Leadership personnel and your [Fed] Officer personnel are attributes -1 until the end of the turn."
Tom Paris Best Pilot You Could Have,Y,Personnel,2,,,,,Federation,[Cmd][Voy],,,,Human,Astrometrics Medical 2 Navigation,5,6,6,"While this personnel is aboard a [Voy] ship, that ship is Range +2."
Tuvok Chief of Security,Y,Personnel,4,,,,,Federation,[Cmd][Voy],,,,Vulcan,Anthropology Biology Honor Law Leadership Officer Security,6,7,7,"While this personnel is facing a dilemma that requires Officer or Security at a [DQ] mission, he is attributes +2 and gains Security."
Quark Little Green Man,Y,Personnel,2,,,,,Ferengi,[Cmd][DS9],,Commander: Quark's Treasure.,,Ferengi,Acquisition Anthropology Physics,4,6,4,"While this personnel is present with a [Pa] personnel, he is attributes +1 and gains Acquisition, Diplomacy, and Treachery."
Rata Profiteer,Y,Personnel,2,,,,,Ferengi,[Stf],,,,Ferengi,Acquisition Officer Treachery,4,6,5,"When you play this personnel, you may reveal the top card of your deck. If it is an event, you may draw two cards."
Tog Lecherous DaiMon,Y,Personnel,2,,,,,Ferengi,[Cmd],,Commander: Krayton.,,Ferengi,Acquisition Officer Security Transporters,4,6,5,"While you have four or more cards beneath your {Ferenginar}, this personnel is attributes +1 and gains Treachery."
Worf The Strongest Heart,Y,Personnel,4,,,,,Klingon,[Cmd],,,,Klingon,2 Honor Leadership Officer Security,8,5,8,"When your Host or Honor Klingon present is about to be stopped by a dilemma, you may discard an event from hand to prevent that."
Jadzia Dax The Second Heart,Y,Personnel,3,,,,,Klingon,[Stf],,Host.,,Trill,Astrometrics Honor Physics Science,6,7,6,Order - Stop your Honor Klingon present and destroy an event in your core to take an event from your discard pile into hand.
K'Temoc Long Slumbering Commander,Y,Personnel,3,,,,,Klingon,[Cmd],,Commander: I.K.S. T'Ong.,,Klingon,Leadership Navigation Officer Treachery,4,5,7,"When this personnel is involved in combat and you command more Assault events than each opponent, you may kill this personnel to unstop each of your Klingon personnel present at the end of that combat."
Kes Curious Ocampa,Y,Personnel,2,,,,,Non-Aligned,[Voy],,,,Ocampa,2 Biology Geology Medical Science Telepathy,7,6,4,"While you command a completed planet mission, place this personnel in her owner's discard pile."
Neelix Morale Officer,Y,Personnel,2,,,,,Non-Aligned,[Stf][Voy],,Commander: Baxial.,,Talaxian,Anthropology Diplomacy Exobiology Navigation,6,5,5,"While facing a dilemma at a [DQ] mission, this personnel gains Acquisition and Honor."
