Name,Unique,Cost,Affiliation,Icons,Keywords,Species,Skills,Integrity,Cunning,Strength,Text
Turan'Ekan,N,0,Dominion,[Stf],Alpha.,Jem'Hadar,Geology Navigation Physics Programming Security,6,5,8,"When you play this personnel, kill him unless you return one of your events with cost 1 that you command to its owner's hand."
Quark Son of Keldar,Y,3,Klingon,,,Ferengi,Acquisition Anthropology Diplomacy Honor,6,6,4,"Order - Discard a card from hand to begin combat involving this personnel, comparing total Cunning instead of Strength. If you win, randomly select an opponent's personnel involved to place on the bottom of his or her owner's deck."
Arik Soong Father of Many,Y,3,Non-Aligned,[Stf][Pa],,Human,2 Biology Medical Programming Science,4,7,5,"While this personnel is facing a dilemma, if you are about to lose command of one of your Genetically Enhanced personnel present, you may stop this personnel instead."
Shran In Archer's Debt,Y,3,Non-Aligned,[Cmd][Pa],Commander: Kumari.,Andorian,Astrometrics Leadership Navigation Officer Transporters,4,5,6,"When this personnel is stopped by a dilemma, you may discard a card from hand to take your overcome dilemma and place it on the bottom of your dilemma pile."
T'Pol Subcommander,Y,4,Non-Aligned,[Cmd][Pa],,Vulcan,Astrometrics 2 Biology Leadership Navigation Officer Programming,6,7,6,"While this personnel is present with a Human, she gains Diplomacy and Exobiology."
Zefram Cochrane Ready to Make History,Y,4,Non-Aligned,[Cmd][Pa],Commander: Phoenix.,Human,2 Astrometrics Engineer 2 Navigation Physics Programming Science,5,7,5,"When you play a ship at this mission, you may stop this personnel to make that ship cost -2."
Shinzon Reman Leader,Y,2,Romulan,[Cmd],,Human,Geology Leadership Officer Security 2 Treachery,1,6,6,
"Charles Tucker III ""Trip""",Y,2,Starfleet,[Cmd][Pa],,Human,Engineer Honor Officer Programming,6,6,6,"While this personnel is facing a dilemma, he gains Leadership and Security."
T'Pol Austere Commander,Y,2,Starfleet,[Cmd][Pa],,Vulcan,Astrometrics Diplomacy Officer Science,6,7,6,
Miss Sarda Not a Legal Expert,Y,1,Non-Aligned,,Dabo Girl.,Alien,Anthropology Honor,6,4,4,"Order - Name a card type. Reveal a random card from an opponent's hand. If it is the named card type, draw a card. You may do this only once each turn."
Kieran MacDuff Executive Officer,Y,3,Non-Aligned,[Cmd],Infiltrator.,Satarran,2 Anthropology Intelligence Leadership Officer 2 Treachery,2,6,6,"When an opponent's personnel at this mission is stopped by a dilemma, you may discard a card from hand to randomly select another personnel at this mission to be stopped."
Mardah Quite a Writer,Y,2,Bajoran,[DS9],Dabo Girl.,Bajoran,Acquisition Programming Science,4,5,4,"Order - Name a card type. Reveal the top card of your deck. If it is the named card type, you make take a card from your discard pile and place it on the bottom of your deck. You may do this only once each turn."
Frool Old and Fragile,Y,2,Ferengi,,Waiter.,Ferengi,Acquisition Anthropology Science Security,5,5,5,"When you play this personnel, if you have two different Rules in your core, he is cost -1."
Aluura Nice to Everyone,Y,1,Non-Aligned,,Dabo Girl.,Alien,Acquisition Honor,6,5,4,"Order - Each player reveals the top card of his or her deck. The player who revealed the card with the highest cost may take that card into hand. In the case of a tie, each tied player may take that card into hand. You may do this only once each turn."
Grimp Pessimist,Y,2,Ferengi,,Waiter.,Ferengi,Acquisition Programming Transporters,5,5,5,Order - Discard four Rules from your hand to score 5 points.
Kathryn Janeway Clever Captain *AP,Y,2,Federation,[Cmd][Voy],,Human,Diplomacy Engineer 2 Leadership Science,6,6,5,
James T. Kirk Youngest Captain in Starfleet *AP,Y,2,Federation,[TOS][Pa],,Human,Diplomacy 2 Honor Leadership,7,6,6,
Malik Devious Augment,Y,3,Non-Aligned,[Cmd][Pa],Genetically Enhanced.,Human,Leadership Officer Security 2 Treachery,2,7,8,"When this personnel is about to be stopped by a dilemma, you may draw a card. When this personnel is killed by a dilemma, you must discard your hand."
Hoshi Sato Uneasy Educator,Y,2,Starfleet,[Stf][Pa],,Human,Anthropology Biology Exobiology Geology Medical Programming Science,6,6,5,"While facing a dilemma, this personnel loses Anthropology and Science."
Raakin Dominant Augment,Y,3,Non-Aligned,[Cmd][Pa],Genetically Enhanced.,Human,Astrometrics 2 Leadership Navigation Officer Transporters Treachery,4,8,8,"When you fail a mission attempt involving this personnel, place him in his or her owner's discard pile."
Silik Chameleon,Y,4,Non-Aligned,[Stf][Pa],Genetically Enhanced. Shape-shifter.,Suliban,Exobiology Navigation Transporters Treachery,3,6,6,"While this personnel is facing a dilemma, you may discard a random card from hand to make him gain a skill that is required by that dilemma until the end of this turn. You may do this only once each turn."
Boothby Groundskeeper,Y,2,Federation,[E],,Human,Anthropology Honor,7,6,4,Each of your Cadets is attributes +1 while he or she is facing a dilemma.
Jean Hajar Nova Squadron Navigator,Y,1,Federation,[Stf][E],Cadet.,Human,,5,5,5,"While this personnel is facing a dilemma, she is attributes +1 and gains Astrometrics, Navigation, Physics, Security and Transporters."
Nicholas Locarno Nova Squadron Leader,Y,1,Federation,[Cmd][E],Cadet.,Human,,5,5,6,"While this personnel is facing a dilemma, he gains Diplomacy, Leadership, Navigation, Officer and Treachery and each Cadet present is attributes +1."
Sito Jaxa Nova Squadron Pilot,Y,1,Federation,[Stf][E],Cadet.,Bajoran,,5,6,5,"While this personnel is facing a dilemma, she is attributes +1 and gains Engineer, Navigation, Programming, Science, and Transporters."
Wesley Crusher Nova Squadron Pilot,Y,3,Federation,[Stf][E],Cadet.,Human,Astrometrics Honor Navigation Physics Programming,6,7,5,"While this personnel is present with your Cadet, he loses Honor and gains Navigation and Treachery."
Cunningham Assigned to the Galley,Y,2,Starfleet,[Stf][Pa],,Human,Anthropology Astrometrics Officer,5,5,6,"When you play this personnel, you may discard a card from hand to spend two additional counters this turn."
Gaeta,N,3,Starfleet,[Pa],,Human,Anthropology Astrometrics Navigation,5,5,5,"When you play this personnel, choose an opponent. That opponent must discard the top card of his or her deck for each headquarters mission he or she commands."
Garrid,N,2,Starfleet,[Pa],,Human,Biology Medical Science,5,5,5,"When this personnel is about to be stopped by a dilemma, you may discard two cards from hand to download an event."
Benjamin Sisko First Officer,Y,3,Federation,[Cmd][E],,Human,Engineer Honor Leadership Navigation Officer Transporters,6,6,6,Order - Discard a card from hand to download {Escape Pod}.
First Unstable,Y,3,Borg,[Stf],Drone.,Borg,Leadership Officer Treachery,4,5,5,"When you play this personnel, you may discard a random card from hand to download an event."
Fourth Neonatal Drone,Y,4,Borg,[Stf],Drone.,Borg,Navigation Transporters,5,5,5,"When you play this personnel, you may download up to two events with a total cost less than or equal to the number of cards in your hand."
Third Neonatal Drone,Y,3,Borg,[Stf],Drone.,Borg,Astrometrics Transporters,5,5,5,"When you play this personnel, you may download a [Bor] personnel whose cost is less than or equal to the number of cards in your hand."
Jean-Luc Picard Bearer of Ill Tidings,Y,4,Romulan,[Cmd],Dissident.,Human,Anthropology Diplomacy Intelligence Security,8,6,6,"When this personnel is present with your Dissident and a dilemma is about to be revealed, you may lose 5 points to shuffle your opponent's dilemma stack."
Thrax Chief of Security,Y,3,Cardassian,[Stf][AU],Shape-shifter.,Changeling,Officer Security Transporters Treachery,4,5,6,"When you play a Punishment card, you may draw a card."
Ulani Belor Senior Cardassian Scientist,Y,2,Cardassian,[Stf],,Cardassian,Engineer Physics Programming Science,6,6,4,"While this personnel is facing a dilemma, each of your Science personnel present is Cunning +1."
Cyrus Redblock Civil Criminal,Y,1,Non-Aligned,,Thief.,Hologram,Acquisition Leadership Treachery,2,5,5,"For each Crime event you command, this personnel is attributes +2 (limit +6)."
Elizabeth Cutler Eager Entomologist,Y,1,Starfleet,[Stf][Pa],,Human,Biology Exobiology,5,5,5,"While this personnel is attempting a planet mission and the first mission you completed this game was a space mission, she gains Exobiology and Geology."
Malcolm Reed Weapons Expert,Y,4,Starfleet,[Cmd][Pa],,Human,Honor Intelligence Officer 2 Security Transporters,6,5,6,"Order - Place this personnel on the bottom of your deck to reveal the top card of an opponent's dilemma pile. If that dilemma costs 3 or less, place it beneath your non-headquarters mission."
Jeffrey Pierce On The Edge,Y,2,Starfleet,[Stf][Pa],,Human,Anthropology Diplomacy Programming Security,5,5,5,You may play this personnel at cost +1 to choose a [SF] personnel present. That personnel cannot be stopped until the end of this turn.
Jonathan Archer Headstrong Captain,Y,3,Starfleet,[Cmd][Pa],Commander: Enterprise.,Human,Diplomacy Engineer Honor Leadership Officer Security,6,6,6,"While this personnel is at your [Fed] mission requiring Diplomacy, you may attempt it."
Maxwell Forrest Starfleet Executive,Y,2,Starfleet,[Cmd][Pa],Admiral.,Human,2 Diplomacy Leadership Medical,6,6,5,"When this personnel is attempting a mission, if the first mission you completed this game was a space mission, this personnel is attributes +1."
Callaghan,N,3,Starfleet,[Stf][Pa],,Human,Engineer Physics Programming,5,6,5,"When you play this personnel, if the first mission you completed this game was a space mission, you may draw a card for each of your other [SF] Engineer personnel."
Travis Mayweather Space Boomer,Y,3,Starfleet,[Stf][Pa],,Human,Astrometrics Geology 2 Navigation Transporters,5,6,5,"While this personnel is aboard your [SF] ship and the first mission you completed this game was a space mission, that ship is Range +2."
Jeremy Lucas Phlox's Colleague,Y,3,Starfleet,[Pa],,Human,Biology 2 Medical Science,5,7,5,"When your personnel present is about to be killed, you may discard a random card from hand and choose one of your other personnel present to be killed to prevent that."
Phlox Alien Physiologist,Y,3,Starfleet,[Stf][Pa],,Denobulan,Biology Exobiology Medical Physics Science,6,6,5,"When your personnel present is about to be killed, you may stop this personnel to prevent that and place that personnel on your headquarters where he or she could be played."
Williams Starfleet Commander,Y,2,Starfleet,[Cmd][Pa],,Human,2 Anthropology Leadership Officer,5,6,5,"While this personnel is facing a dilemma and your [SF] personnel present is about to be stopped, you may stop this personnel to prevent that."
Emory Erickson Father of the Transporter,Y,3,Starfleet,[Pa],,Human,Engineer Physics Programming 3 Transporters,4,7,3,"While this personnel is facing a dilemma, each Engineer personnel present is attributes +1 and gains Transporters."
Burrows Diagnostic Tech,Y,2,Starfleet,[Stf][Pa],,Human,Astrometrics Officer Transporters,5,5,5,"When your [SF] personnel present is about to be stopped by a dilemma, you may kill this personnel to prevent that and make that personnel attributes +3 until the end of this turn."
Dallas,N,1,Starfleet,[Stf][Pa],,Human,Archaeology Physics Science,5,5,5,
Daniels Temporal Agent,Y,1,Starfleet,[Stf][Fut],,Human/Alien,Anthropology Intelligence Physics Security,6,6,6,"When this personnel is stopped by a dilemma, return him to his or her owner's hand."
Kelby Arrogant Engineer,Y,2,Starfleet,[Stf][Pa],,Human,Engineer Programming Transporters,5,6,5,"Order - If this personnel is aboard your ship, discard the top card of your deck to remove a Damage card from that ship. You may only do this once each turn."
McDermott,N,2,Starfleet,[Cmd][Pa],,Human,Honor Leadership Officer Security Transporters,6,5,5,
The Doctor Emergency Medical Hologram,Y,4,Federation,[Voy],,Hologram,Biology Exobiology 2 Medical Science,6,7,5,"When your [Voy] personnel present is about to be killed by a dilemma that costs 3 or more, you may discard two cards from hand to stop that personnel instead."
Carol Marcus Intelligent Scientist,Y,3,Non-Aligned,[Pa],,Human,2 Exobiology Honor Physics Science,6,5,4,This personnel is Cunning +1 for each card in an opponent's hand (limit +5).
Jadzia Dax Elder,Y,4,Bajoran,[Cmd][DS9],Host. Vedek.,Trill,Anthropology Navigation Programming Science Security,6,7,6,"When you play this personnel, for each Vedek you command, she is cost -1."
William T. Riker Skilled Commander,Y,3,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,Anthropology 2 Leadership Navigation Officer Programming,6,6,6,"When your Leadership personnel present is killed by a dilemma, you may discard two cards from your hand to download a [TNG] personnel."
Chakotay Bridge Between Two Crews,Y,3,Federation,[Cmd][Voy],,Human,Anthropology Diplomacy Honor Security,6,5,6,"When your [Fed] personnel present is about to be stopped by a dilemma, you may destroy an event in your core to prevent that."
Harry Kim Eager to Please,Y,3,Federation,[Stf][Voy],,Human,Astrometrics Biology Physics Programming Science Transporters,6,6,5,"While this personnel is facing a dilemma at a [DQ] mission, each of your Programming personnel present is attributes +1."
Saavik Protegee,Y,3,Federation,[Stf][TOS][Pa][E],,Vulcan,Law Leadership Navigation Officer,5,7,6,"When you play this personnel, if James T. Kirk is at this mission, you may download {No-Win Situation}."
Kira Nerys Hero of Bajor,Y,2,Bajoran,[Cmd][DS9],Vedek.,Bajoran,Archaeology Navigation Officer Security,6,6,6,"While this personnel is facing a dilemma, you may remove a card in your discard pile from the game to make her gain a skill from your Vedek present until the end of that mission attempt. You may only do this once each turn."
Bareil Antos Escort,Y,4,Bajoran,,Vedek.,Bajoran,Anthropology Diplomacy 2 Honor Leadership Security,8,6,5,Order - Stop this personnel to reveal a Vedek or Kai personnel from your hand. You may discard cards from the top of your deck equal to that personnel's cost to place that personnel at your mission where he or she could be played.
Jonathan Archer Bearer of Surak's Katra,Y,3,Starfleet,[Cmd][Pa],,Human,Anthropology Archaeology Diplomacy Honor Security,6,6,6,"When your non-[SF] personnel is about to be stopped by a dilemma, you may discard a card from your hand to have this personnel gain a skill from him or her until the end of the mission attempt."
T'Pol Non-believer,Y,3,Starfleet,[Cmd][Pa],,Vulcan,Anthropology Honor Leadership Science Security,6,7,6,"When this personnel uses a skill to complete a mission, you may take an Artifact or event from your discard pile into hand. You may do this only once each turn."
Charles Tucker III Standing In,Y,3,Starfleet,[Cmd][Pa],Commander: Enterprise.,Human,2 Engineer Programming 2 Transporters,6,6,6,"During your Play and Draw Cards segment, you may spend 1 additional counter for each space mission you have completed."
James T. Kirk Irrational Human Being,Y,3,Federation,[Cmd][E][Pa],,Human,Anthropology Honor Leadership Security,7,6,5,"When your Leadership personnel present is selected by a dilemma, you may stop this personnel to make that personnel attributes +3 until the end of that dilemma."
Jean-Luc Picard Captain of the Enterprise,Y,4,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,Diplomacy Honor Leadership Officer Programming Security,8,6,6,"When your [Fed] personnel present is killed by a dilemma, you may make this personnel attributes +3 and gain Leadership until the end of the turn. You may do this only once each turn."
